"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","0.000000","0","36"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","0.000000","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.326028","0","5"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","0.000000","0","9"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.448077","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","5.410805","0","6"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","2.089527","0","5"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Backpack.MM_Survival_Character_Backpack","0","18","21","1","31.320776","0","21"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_EyeLash.MM_Survival_Character_EyeLash","0","28","32","1","42.462841","0","32"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Gloves.MM_Survival_Character_Gloves","0","18","21","1","0.000000","0","21"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Jacket.MM_Survival_Character_Jacket","0","18","21","1","0.000000","0","21"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Shoes.MM_Survival_Character_Shoes","0","18","21","1","25.139591","0","21"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Skin.MM_Survival_Character_Skin","0","6","6","1","8.126128","0","6"
"/Game/Models/Environment/Mountains/M_MountainShadow.M_MountainShadow","0","14","16","1","21.434116","0","16"
"/Game/Models/Environment/Mountains/M_MountainStone.M_MountainStone","0","14","16","1","0.000000","0","16"
"/Game/Models/EntranceAndGate/GateHall_Bake_combined.GateHall_Bake_combined","0","3","3","1","2.861767","0","3"
"/Game/Models/MainBox/concrete3.concrete3","0","11","12","1","16.563162","0","12"
"/Game/Models/MainBox/concrete_layered.concrete_layered","0","11","12","1","7.629268","0","12"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","17.335758","0","16"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","33.036259","0","24"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","5.393145","0","6"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","75","75","1","32.903225","0","75"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_EyeBrow.MM_Survival_Character_EyeBrow","0","42","48","1","69.655312","0","48"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","1.159415","0","37"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.181067","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.155263","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","1.699782","0","5"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","17.347250","0","14"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","7.970281","0","6"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","8.819411","0","7"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","7.994971","0","6"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","7.410938","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","6.052924","0","7"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","13.956915","0","12"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_HairSheet.MM_Survival_Character_HairSheet","0","42","48","1","144.996643","42","144"
"/Game/Models/Machine/metallic.metallic","0","13","16","1","15.552045","0","16"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Eye.MM_Survival_Character_Eye","0","9","9","1","19.483738","9","27"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","609","0","1","0.000000","0","0"
"Globals","49","33","0","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","226","258","11","124.372330","14","358"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","74","74","3","98.328217","0","74"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","162","184","7","11.552614","8","184"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","138","148","6","0.000000","0","148"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","36","40","1","0.000000","0","40"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","36","40","1","0.000000","0","40"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Eye.MM_Survival_Character_Eye","49","11","11","1","22.851076","11","33"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","226","236","6","0.000000","0","236"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","8","8","1","0.000000","0","8"
"/Game/Models/Environment/M_Sand2.M_Sand2","49","5","5","1","0.903284","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","14.958982","4","66"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","4","4","1","0.000000","0","4"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","138","148","6","0.000000","0","148"
"/Game/Clinic/Materials/M_Default_Master.M_Default_Master","49","33","33","3","12.022898","0","33"
"/Game/Movies/M_Video.M_Video","49","12","12","1","0.000000","0","12"
"/Game/AdvancedGlassPack/Materials/01_Clean/M_Glass_CleanMaster.M_Glass_CleanMaster","49","30","30","2","19.016199","0","30"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_HairSheet.MM_Survival_Character_HairSheet","49","50","56","1","127.351105","50","168"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","7","7","1","0.666770","6","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","50","2","0.000000","0","50"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","14","14","2","5.796998","0","14"
"/Game/Models/EntranceAndGate/concrete_layered.concrete_layered","49","8","8","1","6.317450","0","8"
"/Game/Models/Machine/frontpanel.frontpanel","49","8","8","1","0.000000","0","8"
"/Game/Models/Machine/metallic.metallic","49","60","63","1","131.896255","0","63"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1780","1803","1","239.644318","0","0"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Backpack.MM_Survival_Character_Backpack","49","20","23","1","17.441957","0","23"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_EyeBrow.MM_Survival_Character_EyeBrow","49","50","56","1","38.606270","0","56"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_EyeLash.MM_Survival_Character_EyeLash","49","34","38","1","22.188423","0","38"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Gloves.MM_Survival_Character_Gloves","49","20","23","1","0.000000","0","23"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Jacket.MM_Survival_Character_Jacket","49","20","23","1","0.000000","0","23"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Jeans.MM_Survival_Character_Jeans","49","20","23","1","15.602812","0","23"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Shoes.MM_Survival_Character_Shoes","49","20","23","1","15.238168","0","23"
"/Game/Survival_Character/Materials/Master_Materials/MM_Survival_Character_Skin.MM_Survival_Character_Skin","49","8","8","1","4.260716","0","8"
"/Game/Models/Environment/Mountains/M_MountainShadow.M_MountainShadow","49","18","20","1","6.914391","0","20"
"/Game/Models/Environment/Mountains/M_MountainStone.M_MountainStone","49","18","20","1","0.000000","0","20"
"/Game/Models/EntranceAndGate/GateHall_Bake_combined.GateHall_Bake_combined","49","8","8","1","10.274899","0","8"
"/Game/Models/MainBox/concrete3.concrete3","49","40","41","1","34.283104","0","41"
"/Game/Models/MainBox/concrete_layered.concrete_layered","49","40","41","1","6.230827","0","41"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","18","20","1","6.476840","0","20"
"/Game/Clinic/Materials/M_Lights.M_Lights","49","5","5","1","1.120879","0","5"
"/Game/Clinic/Materials/M_Screen.M_Screen","49","8","8","1","0.000000","0","8"
"/Game/Whisper/Materials/Mat_Whisper_Body.Mat_Whisper_Body","49","8","8","1","7.110281","0","8"
"/Game/TA_CorpsesPackSample/Meshes/M_TA_Corpses_Sample.M_TA_Corpses_Sample","49","8","8","1","6.838877","0","8"
"/Game/Models/EntranceAndGate/Right_Door_Baked.Right_Door_Baked","49","8","8","1","5.974811","0","8"
"/Game/Models/EntranceAndGate/Left_Door_Bake.Left_Door_Bake","49","8","8","1","0.000000","0","8"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","0.000000","0","4"
"/Game/Models/Animals/Shark/Baked.Baked","49","8","8","1","0.000000","0","8"
"/Game/Models/Animals/Rabbit/ribbit.ribbit","49","8","8","1","0.000000","0","8"
"/Game/Models/Animals/piggo/piggo.piggo","49","8","8","1","0.000000","0","8"
"/Game/Models/Animals/Elephant/Baked_Elephant.Baked_Elephant","49","8","8","1","0.000000","0","8"
"/Game/Models/Animals/birds/??.??","49","8","8","1","0.000000","0","8"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","90","90","1","0.000000","0","90"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","31","31","1","21.629263","0","31"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","0.591298","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","65","71","1","0.000000","0","71"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","0.000000","0","63"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","0.000000","0","11"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","2.193401","0","11"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","7","7","1","0.598046","0","7"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","7","7","1","0.624425","0","7"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","16","16","1","4.469646","0","16"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","10","10","1","5.743691","0","10"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","14","14","1","21.602615","0","14"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","11","11","1","16.154158","0","11"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","11","11","1","19.908131","0","11"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","28","28","1","12.599236","0","28"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","75","75","1","21.516136","0","75"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","0.000000","0","4"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","75","75","1","1.441131","0","75"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","8","8","1","3.683417","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","11.559686","0","16"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","35","38","1","0.000000","0","38"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","65","71","1","0.000000","0","71"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","35","38","1","0.000000","0","38"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","6","6","1","0.000000","0","6"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","6","6","1","0.000000","0","6"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","7","7","1","0.000000","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","0.000000","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","16","16","1","15.143841","0","16"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","8","8","1","4.630968","0","8"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","8","9","1","2.353083","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","8","9","1","6.053460","0","9"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","16","18","1","5.997393","0","18"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","0.000000","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","7","7","1","1.583962","0","7"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.358997","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.097624","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","0.000000","0","8"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","0.000000","0","4"
